Vocal,Country,Pop/Rock,Classical,Jazz,International,Reggae,R&B;,Latin,Stage & Screen,Easy Listening,Blues,Folk,Electronic,New Age,Comedy/Spoken,Religious,Avant-Garde,Children's
0.8999095668249271,0.7911920155095576,0.6646371164981043,0.7191134434805049,0.7748044516457845,0.8000657829605036,0.6820988385011891,0.7419154708726315,0.7854863564106721,0.7040137513347778,0.7641380404194786,0.8168748376063865,0.8769056060752104,0.6027448151425133,0.6266208033359191,0.7009516682525078,0.7530497682346847,0.6060535306230445,0.8808287476781216
0.7911920155095576,0.8741082576250079,0.8219393210049685,0.5408850115718375,0.7449401994400964,0.8088521595105159,0.8445251244314487,0.8705599066699282,0.8696070472616264,0.5933283869779957,0.7044125103015029,0.8531116922772963,0.804666650715197,0.7552039946719102,0.5271713606263208,0.6856609747888996,0.8358884159615136,0.5383426354810201,0.8749009196464503
0.6646371164981043,0.8219393210049685,0.8404966193987711,0.4427581616057707,0.671054111977883,0.7312337324417585,0.8206049831581874,0.8410213172515629,0.8156703678817714,0.5258940313978312,0.6371272507844375,0.7746397462961773,0.6860073593034909,0.7866462342327007,0.47475328199863126,0.6352705942631677,0.8157268020873644,0.48028743251381734,0.7618886638969136
0.7191134434805049,0.5408850115718375,0.4427581616057707,0.7825034514203402,0.703964237571836,0.6171289382032581,0.42728592637825585,0.48322069837227993,0.5438477332662283,0.7571375902200851,0.7586598280197534,0.5953489296660953,0.6950938263547981,0.4612421841386712,0.7385896703769619,0.5159857251941763,0.5178085123717624,0.6727643927412457,0.6242568334055252
0.7748044516457845,0.7449401994400964,0.671054111977883,0.703964237571836,0.7971367210197303,0.758559644670621,0.6897976528347525,0.7185448714129691,0.7503317666317834,0.7323475082618698,0.8079009216276435,0.7708062119428649,0.7815391434221127,0.6752288792057455,0.7021075019376212,0.6232342879815677,0.700912333877419,0.6740868195693533,0.7851321422496548
0.8000657829605036,0.8088521595105159,0.7312337324417585,0.6171289382032581,0.758559644670621,0.7835650652386557,0.759045357083368,0.7891738146354758,0.8100175367589857,0.6444507981533997,0.7350236115096166,0.8149387328053987,0.8044470830421937,0.6858047921845553,0.5877194849440665,0.6673202303041683,0.7643925863846869,0.5866162933806868,0.8427441451443598
0.6820988385011891,0.8445251244314487,0.8206049831581874,0.42728592637825585,0.6897976528347525,0.759045357083368,0.8877889057676798,0.8726148224825533,0.8463269702908504,0.5021789552691747,0.6319776088983986,0.8128387024911492,0.7149908636737167,0.7760583126369885,0.4534492321012255,0.6516473181887945,0.7970603811091347,0.48646257385163866,0.8210859307502177
0.7419154708726315,0.8705599066699282,0.8410213172515629,0.48322069837227993,0.7185448714129691,0.7891738146354758,0.8726148224825533,0.8847836383794889,0.8672551001421642,0.5496955464971165,0.6691632440706721,0.8374603234452129,0.7625804393614913,0.7819888437767383,0.49079954392626113,0.6768167032437143,0.8387218898303249,0.5088356903657953,0.8507997563344039
0.7854863564106721,0.8696070472616264,0.8156703678817714,0.5438477332662283,0.7503317666317834,0.8100175367589857,0.8463269702908504,0.8672551001421642,0.8694439922422342,0.596078265517308,0.7095850636085697,0.8529657955840527,0.7995440607452388,0.7544386278265637,0.5326545626382728,0.6869263966994618,0.8262934541897655,0.5464737692507561,0.8723252568766126
0.7040137513347778,0.5933283869779957,0.5258940313978312,0.7571375902200851,0.7323475082618698,0.6444507981533997,0.5021789552691747,0.5496955464971165,0.596078265517308,0.7715235765020063,0.7945976316277421,0.6313527160559618,0.692055350195783,0.5551981254743612,0.7532002496164318,0.5342402304460071,0.5728714653379117,0.6802578226858946,0.6437657309014938
0.7641380404194786,0.7044125103015029,0.6371272507844375,0.7586598280197534,0.8079009216276435,0.7350236115096166,0.6319776088983986,0.6691632440706721,0.7095850636085697,0.7945976316277421,0.8451029843569329,0.736520966525698,0.7647276879931211,0.6610154966979414,0.7670323706881974,0.6031036358208323,0.6682466867823904,0.7127234026334787,0.7455575782315101
0.8168748376063865,0.8531116922772963,0.7746397462961773,0.5953489296660953,0.7708062119428649,0.8149387328053987,0.8128387024911492,0.8374603234452129,0.8529657955840527,0.6313527160559618,0.736520966525698,0.851729349492739,0.8269947005784068,0.718398059115445,0.5686611451446206,0.689063359611765,0.8010557573628739,0.5776164433135343,0.8821438929975084
0.8769056060752104,0.804666650715197,0.6860073593034909,0.6950938263547981,0.7815391434221127,0.8044470830421937,0.7149908636737167,0.7625804393614913,0.7995440607452388,0.692055350195783,0.7647276879931211,0.8269947005784068,0.8668632164627131,0.6316591111341258,0.6239452644259311,0.6848397767786824,0.7555437625200011,0.6120218613188204,0.8802217262148769
0.6027448151425133,0.7552039946719102,0.7866462342327007,0.4612421841386712,0.6752288792057455,0.6858047921845553,0.7760583126369885,0.7819888437767383,0.7544386278265637,0.5551981254743612,0.6610154966979414,0.718398059115445,0.6316591111341258,0.7868638212729473,0.5290437891922753,0.5865360824290746,0.7481955652606385,0.5206578603535605,0.695258024803548
0.6266208033359191,0.5271713606263208,0.47475328199863126,0.7385896703769619,0.7021075019376212,0.5877194849440665,0.4534492321012255,0.49079954392626113,0.5326545626382728,0.7532002496164318,0.7670323706881974,0.5686611451446206,0.6239452644259311,0.5290437891922753,0.7527303278300205,0.46735677899982225,0.5090425220368882,0.6848827877703646,0.5657753931090488
0.7009516682525078,0.6856609747888996,0.6352705942631677,0.5159857251941763,0.6232342879815677,0.6673202303041683,0.6516473181887945,0.6768167032437143,0.6869263966994618,0.5342402304460071,0.6031036358208323,0.689063359611765,0.6848397767786824,0.5865360824290746,0.46735677899982225,0.7480745328733348,0.6847515467431637,0.46776709844422115,0.7341407412963268
0.7530497682346847,0.8358884159615136,0.8157268020873644,0.5178085123717624,0.700912333877419,0.7643925863846869,0.7970603811091347,0.8387218898303249,0.8262934541897655,0.5728714653379117,0.6682466867823904,0.8010557573628739,0.7555437625200011,0.7481955652606385,0.5090425220368882,0.6847515467431637,0.8361438839335091,0.5040380886171957,0.8171681748968098
0.6060535306230445,0.5383426354810201,0.48028743251381734,0.6727643927412457,0.6740868195693533,0.5866162933806868,0.48646257385163866,0.5088356903657953,0.5464737692507561,0.6802578226858946,0.7127234026334787,0.5776164433135343,0.6120218613188204,0.5206578603535605,0.6848827877703646,0.46776709844422115,0.5040380886171957,0.6011372428275541,0.5779799367719661
